customer_zip_code_prefix,customer_count,geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
13874,17,13874,-21.96762672836732,-46.787603701128894,sao joao da boa vista,SP
13875,4,13875,-21.986354303481825,-46.775203722220574,sao joao da boa vista,SP
13876,7,13876,-21.989535114416487,-46.78502371628886,sao joao da boa vista,SP
13877,5,13877,-22.00069443861166,-46.80432834284731,sao joao da boa vista,SP
13880,14,13880,-21.83948265963376,-46.88952885213608,vargem grande do sul,SP
13890,10,13890,-21.936065315045536,-46.716360855959365,aguas da prata,SP
13900,12,13900,-22.702619514570955,-46.7658643411045,amparo,SP
13901,7,13901,-22.70252137385309,-46.7762559461596,amparo,SP
13902,4,13902,-22.706688666945578,-46.75363598626577,amparo,SP
13903,5,13903,-22.70951794670785,-46.769180893559934,amparo,SP
13904,12,13904,-22.717484113550384,-46.78143058832225,amparo,SP
13905,29,13905,-22.712172829880437,-46.78936475062037,amparo,SP
13908,1,13908,-22.72282092806635,-46.84179829244856,amparo,SP
13909,1,13909,-22.697860767961284,-46.72144309631252,amparo,SP
13910,4,13910,-22.69354592110109,-46.68243889291855,monte alegre do sul,SP
13911,2,13911,-22.70075926434056,-46.98220781704875,jaguariuna,SP
13912,1,13912,-22.68805598473656,-46.98525572799933,jaguariuna,SP
13915,1,13915,-22.696926809354984,-46.98786249930696,jaguariuna,SP
13920,44,13920,-22.73824150585765,-46.8958585777586,pedreira,SP
13930,14,13930,-22.596440207291085,-46.71196868822353,serra negra,SP
13940,24,13940,-22.47745636162787,-46.63246689302295,aguas de lindoia,SP
13950,9,13950,-22.523688000000003,-46.64738025,lindoia,SP
13960,19,13960,-22.59496246184797,-46.521509282521215,socorro,SP
13970,8,13970,-22.433825323698517,-46.82482361170907,itapira,SP
13971,6,13971,-22.41871528680376,-46.82798216284088,itapira,SP
13972,10,13972,-22.433272354448736,-46.81770035287661,itapira,SP
13973,10,13973,-22.442208851962707,-46.80330221822877,itapira,SP
13974,14,13974,-22.441689885911977,-46.8296843558603,itapira,SP
13976,9,13976,-22.42593017029389,-46.82765699803194,itapira,SP
13977,2,13977,-22.4438083257247,-46.83501228871676,itapira,SP
13986,1,13986,-22.393696899359803,-46.75244956798473,barao ataliba nogueira,SP
13990,18,13990,-22.18081673466526,-46.75045932004407,espirito santo do pinhal,SP
13995,5,13995,-22.11666363986587,-46.682531291057856,santo antonio do jardim,SP
14010,12,14010,-21.179578055269594,-47.81126902131619,ribeirao preto,SP
14015,16,14015,-21.180024408823375,-47.81386413405276,ribeirao preto,SP
14020,47,14020,-21.210104711049134,-47.80139005429387,ribeirao preto,SP
14021,33,14021,-21.21227916180968,-47.78815176242136,ribeirao preto,SP
14022,9,14022,-21.226395814200256,-47.78501779742152,ribeirao preto,SP
14024,4,14024,-21.210927569248085,-47.81172770260835,ribeirao preto,SP
14025,21,14025,-21.18665775437128,-47.80976500582838,ribeirao preto,SP
14026,12,14026,-21.216210904524203,-47.81828973980032,ribeirao preto,SP
14027,15,14027,-21.224269886202343,-47.83392543796527,ribeirao preto,SP
14030,27,14030,-21.18626056036128,-47.84034554440533,ribeirao preto,SP
14031,8,14031,-21.20034933166944,-47.83509389217496,ribeirao preto,SP
14040,7,14040,-21.171965761873103,-47.86823156258297,ribeirao preto,SP
14050,19,14050,-21.17121748495008,-47.81941847157649,ribeirao preto,SP
14051,16,14051,-21.17251937246812,-47.83483973397196,ribeirao preto,SP
14055,28,14055,-21.1575781634253,-47.81743621509692,ribeirao preto,SP
14056,6,14056,-21.13517615098964,-47.8414484583646,ribeirao preto,SP
14057,9,14057,-21.135911060505503,-47.83943588412487,ribeirao preto,SP
14060,23,14060,-21.132996952825216,-47.80896194364281,ribeirao preto,SP
14061,1,14061,-21.12716850874257,-47.81197526019966,ribeirao preto,SP
14062,7,14062,-21.120666287911064,-47.82124996826418,ribeirao preto,SP
14065,9,14065,-21.13454716763806,-47.83412097016559,ribeirao preto,SP
14066,1,14066,-21.123798663338896,-47.82638348987245,ribeirao preto,SP
14070,7,14070,-21.116471333054424,-47.79073400291418,ribeirao preto,SP
14071,6,14071,-21.113868434125944,-47.79592700590096,ribeirao preto,SP
14075,5,14075,-21.152969235356927,-47.77227625506376,ribeirao preto,SP
14076,3,14076,-21.15425171160022,-47.78738989325995,ribeirao preto,SP
14077,6,14077,-21.11751684601285,-47.77921416266256,ribeirao preto,SP
14079,8,14079,-21.15613133316094,-47.74568764755373,ribeirao preto,SP
14080,14,14080,-21.15471717346644,-47.79762442492353,ribeirao preto,SP
14085,19,14085,-21.16850440882337,-47.79370519233655,ribeirao preto,SP
14090,33,14090,-21.1774515925616,-47.79583295337295,ribeirao preto,SP
14091,20,14091,-21.1894024299152,-47.79295570344507,ribeirao preto,SP
14092,9,14092,-21.174925033585303,-47.7686162776848,ribeirao preto,SP
14093,15,14093,-21.188237520138365,-47.75564477528397,ribeirao preto,SP
14094,19,14094,-21.194323097917405,-47.74678872433223,ribeirao preto,SP
14095,20,14095,-21.188764942887172,-47.76987064730896,ribeirao preto,SP
14096,11,14096,-21.197994153181128,-47.779317275572765,ribeirao preto,SP
14097,1,14097,-21.209355670552256,-47.75455123688613,ribeirao preto,SP
14098,8,14098,-21.224269026371942,-47.76188525214957,ribeirao preto,SP
14110,19,14110,-21.185944576067463,-47.81498292186677,bonfim paulista,SP
14115,1,14115,-21.49530743377723,-48.03684008452243,guatapara,SP
14120,4,14120,-21.2389749988545,-47.97126109666656,dumont,SP
14140,24,14140,-21.33657673516688,-47.74963189171813,cravinhos,SP
14150,14,14150,-21.21594896945095,-47.59002511568736,serrana,SP
14160,18,14160,-21.13146388576363,-47.9959677574636,sertaozinho,SP
14161,5,14161,-21.122616446852085,-47.9989569708581,sertaozinho,SP
14165,2,14165,-21.11122796736243,-47.98897470494354,sertaozinho,SP
14166,8,14166,-21.12954989370417,-47.97764683028446,sertaozinho,SP
14169,4,14169,-21.13981032620728,-47.97621669537799,sertaozinho,SP
14170,7,14170,-21.136014785734883,-47.99968295337294,sertaozinho,SP
14171,2,14171,-21.153331208463527,-47.9897581349309,sertaozinho,SP
14175,1,14175,-21.138186737008876,-48.0137094910658,sertaozinho,SP
14177,13,14177,-21.12270565823476,-48.0135887254543,sertaozinho,SP
14178,2,14178,-21.11877846492228,-48.022110267996354,sertaozinho,SP
14179,4,14179,-21.074806170317235,-47.89892760667888,sertaozinho,SP
14180,13,14180,-21.033781290831215,-48.0321875274595,pontal,SP
14200,14,14200,-21.47587505746344,-47.55665094604657,sao simao,SP
14210,7,14210,-21.55397791306265,-47.70050114604854,luis antonio,SP
14230,1,14230,-21.31363348956331,-47.56361877243968,serra azul,SP
14240,9,14240,-21.272672631957786,-47.30592892225557,cajuru,SP
14260,1,14260,-21.282185702912003,-47.170228987427066,cassia dos coqueiros,SP
14270,14,14270,-21.492062747451047,-47.38142757064218,santa rosa de viterbo,SP
14300,29,14300,-20.886174694700312,-47.59434113509063,batatais,SP
14340,11,14340,-20.98496873647953,-47.66278991609981,brodowski,SP
14350,4,14350,-21.017096447298147,-47.38948762712411,altinopolis,SP
14390,3,14390,-21.09283286688257,-47.14945507372547,santo antonio da alegria,SP
14400,19,14400,-20.53193450696372,-47.399446711253766,franca,SP
14401,31,14401,-20.530671079410943,-47.39851931627846,franca,SP
14402,11,14402,-20.5251219370028,-47.35986351634621,franca,SP
14403,56,14403,-20.54822779974972,-47.395897060007975,franca,SP
14404,5,14404,-20.57107411188894,-47.39074661841339,franca,SP
14405,15,14405,-20.506793628480604,-47.40773763671002,franca,SP
14406,14,14406,-20.531151999894856,-47.43366787318517,franca,SP
14407,10,14407,-20.50234199999999,-47.4215895,franca,SP
14408,3,14408,-20.50771227342337,-47.44036729567159,franca,SP
14409,18,14409,-20.509897499999997,-47.3978655,franca,SP
14412,6,14412,-20.564239500000003,-47.3550705,franca,SP
14415,2,14415,-20.643123703887085,-47.28157537181574,patrocinio paulista,SP
14440,3,14440,-20.59032403679856,-47.63948695696446,sao jose da bela vista,SP
14450,1,14450,-20.309917531345675,-47.59383882689577,jeriquara,SP
14460,4,14460,-20.402781105235142,-47.41854742759851,cristais paulista,SP
14470,2,14470,-20.25024327597232,-47.47871792916746,pedregulho,SP
14490,2,14490,-20.08001891494805,-47.42292592174261,rifaina,SP
14500,30,14500,-20.317321012349943,-47.78078066138952,ituverava,SP
14530,14,14530,-20.189440990108366,-48.02461316345813,miguelopolis,SP
14540,7,14540,-20.041053762308174,-47.75366751993626,igarapava,SP
14550,1,14550,-20.08452659658634,-47.79314080508277,aramina,SP
14570,2,14570,-20.19583527692971,-47.708164833245,buritizal,SP
14580,8,14580,-20.43399042630061,-47.81416224047547,guara,SP
14600,40,14600,-20.581177442701478,-47.858931261277824,sao joaquim da barra,SP
14610,4,14610,-20.43102420974765,-48.01701483913844,ipua,SP
14620,31,14620,-20.71749602546334,-47.8769102907048,orlandia,SP
14640,10,14640,-20.73906887829901,-48.06389922635336,morro agudo,SP
14660,6,14660,-20.76161267843428,-47.84438278052354,sales oliveira,SP
14670,3,14670,-20.728680116837992,-47.74940802015743,nuporanga,SP
14680,14,14680,-21.026562514440094,-47.78329414537015,jardinopolis,SP
14700,13,14700,-21.01874823813636,-48.6485935746869,bebedouro,SP
14701,10,14701,-20.94532771847446,-48.48643976387547,bebedouro,SP
14702,4,14702,-20.968437203172407,-48.47296839427752,bebedouro,SP
14706,12,14706,-20.944302152674616,-48.50429911235303,bebedouro,SP
14708,7,14708,-20.92906365156043,-48.49522308128064,bebedouro,SP
14709,3,14709,-20.928623885001464,-48.49299639722605,bebedouro,SP
14711,3,14711,-20.93364583018626,-48.47191650308336,bebedouro,SP
14720,5,14720,-21.114254738381373,-48.4420827102807,taiuva,SP
14725,1,14725,-21.143409040030463,-48.51518373604532,taiacu,SP
14730,20,14730,-20.90967045175292,-48.63424472737879,monte azul paulista,SP
14735,6,14735,-20.81327575325975,-48.80426016516554,severinia,SP
14740,18,14740,-20.87672840914925,-48.29557204915602,viradouro,SP
14745,3,14745,-20.790805053014623,-48.3315460132848,terra roxa,SP
14750,19,14750,-21.010986295708047,-48.20869881125268,pitangueiras,SP
14760,1,14760,-21.001462657440992,-48.33171324598017,ibitiuva,SP
14770,9,14770,-20.724127725272936,-48.52733120722506,colina,SP
14775,3,14775,-20.68783876701268,-48.41546620561777,jaborandi,SP
14780,26,14780,-20.55352180460502,-48.57715926810552,barretos,SP
14781,10,14781,-20.5342210194687,-48.56356843130872,barretos,SP
14783,17,14783,-20.57622133702129,-48.57792225353819,barretos,SP
14784,16,14784,-20.58223091395927,-48.557197702608335,barretos,SP
14785,1,14785,-20.57391249509812,-48.58684851057927,barretos,SP
14786,1,14786,-20.550631159587983,-48.60122983028446,barretos,SP
14787,7,14787,-20.549020930449608,-48.58978990804982,barretos,SP
14790,39,14790,-20.32575857378295,-48.319543357640256,guaira,SP
14795,5,14795,-20.179291836187755,-48.685766237155065,colombia,SP
14800,17,14800,-21.80811877629983,-48.17662302746847,araraquara,SP
14801,33,14801,-21.787360438801997,-48.19339828795659,araraquara,SP
14802,21,14802,-21.760806096824155,-48.17228519205648,araraquara,SP
14803,1,14803,-21.804785999999996,-48.203018428891774,araraquara,SP
14804,6,14804,-21.7681977105142,-48.20274085928214,araraquara,SP
14805,7,14805,-21.74555234458628,-48.19752025667116,araraquara,SP
14806,13,14806,-21.75910441993188,-48.16642293075191,araraquara,SP
14807,11,14807,-21.80108206491165,-48.14836890596433,araraquara,SP
14808,8,14808,-21.812698026371937,-48.15183966694556,araraquara,SP
14810,27,14810,-21.778926590339896,-48.15890478322473,araraquara,SP
14811,14,14811,-21.782297483207348,-48.14919211601936,araraquara,SP
14813,2,14813,-21.838329613012903,-48.49030487176805,gaviao peixoto,SP
14815,13,14815,-21.955472526805508,-48.00621945435803,ibate,SP
14820,19,14820,-21.73266611611225,-48.111971166222745,americo brasiliense,SP
14825,3,14825,-21.68463581371358,-48.08419380577227,santa lucia,SP
14830,1,14830,-21.58800868183973,-48.07150792743003,rincao,SP
14835,3,14835,-21.509482988454184,-48.1521308105084,motuca,SP
14840,14,14840,-21.36235769739203,-48.232975701561735,guariba,SP
14850,10,14850,-21.36757068180344,-48.06270442872158,pradopolis,SP
14860,21,14860,-21.182360068257925,-48.15822670677218,barrinha,SP
14870,18,14870,-21.253339982915808,-48.32841354256132,jaboticabal,SP
14871,9,14871,-21.26560558210752,-48.33101720818392,jaboticabal,SP
14875,3,14875,-21.25145570294516,-48.3473467162469,jaboticabal,SP
14882,5,14882,-21.250592999999995,-48.31762049999999,jaboticabal,SP
14883,4,14883,-21.245206193882886,-48.30873764570266,jaboticabal,SP
14887,10,14887,-21.25861227118236,-48.31219264384759,jaboticabal,SP
14890,6,14890,-21.26669520985272,-48.31582143517535,jaboticabal,SP
14900,29,14900,-21.59119807780176,-48.81835065575072,itapolis,SP
14907,1,14907,-21.448052139973765,-48.78723054003935,tapinas,SP
14910,5,14910,-21.72886646318172,-48.68881488220222,tabatinga,SP
14920,8,14920,-21.786966769171173,-48.5706038058013,nova europa,SP
14930,11,14930,-21.998055203292065,-48.38377561011862,boa esperanca do sul,SP
14935,1,14935,-22.04009712079893,-48.33544815658296,trabiju,SP
14940,22,14940,-21.7664768468313,-48.83154737836604,ibitinga,SP
14955,9,14955,-21.61505958746896,-49.0749430387662,borborema,SP
14960,17,14960,-21.46284342229134,-49.21918836311204,novo horizonte,SP
14980,5,14980,-21.339803136118363,-49.4954618429649,sales,SP
14990,4,14990,-21.280744442632404,-49.40941619971977,irapua,SP
15010,9,15010,-20.81357059323897,-49.37830262409778,sao jose do rio preto,SP
15013,5,15013,-20.8186365094994,-49.36992583875571,sao jose do rio preto,SP
15014,4,15014,-20.81734497064537,-49.38133679126948,sao jose do rio preto,SP
15015,30,15015,-20.81842802837701,-49.39248776604019,sao jose do rio preto,SP
15020,2,15020,-20.8217114336699,-49.4013573545888,sao jose do rio preto,SP
15025,17,15025,-20.80243626346376,-49.39562406741489,sao jose do rio preto,SP
15030,11,15030,-20.79075839726487,-49.38146791931792,sao jose do rio preto,SP
15035,10,15035,-20.80693143137789,-49.40957726029952,sao jose do rio preto,SP
15038,1,15038,-20.877279813980444,-49.418602809706094,sao jose do rio preto,SP
15040,12,15040,-20.799911489122422,-49.41898406325502,sao jose do rio preto,SP
15041,8,15041,-20.796222017784032,-49.42402036205527,sao jose do rio preto,SP
15042,4,15042,-20.79297091595129,-49.427681248364905,sao jose do rio preto,SP
15043,6,15043,-20.78424,-49.40713124999999,sao jose do rio preto,SP
15044,3,15044,-20.78235381267928,-49.40839702598085,sao jose do rio preto,SP
15045,8,15045,-20.773264441140512,-49.38559202099599,sao jose do rio preto,SP
15046,16,15046,-20.77693393507797,-49.38713234157808,sao jose do rio preto,SP
15047,2,15047,-20.760421815820106,-49.395353250291,sao jose do rio preto,SP
15050,7,15050,-20.782078847545822,-49.37199920061633,sao jose do rio preto,SP
15051,6,15051,-20.89887671578811,-49.36613976344353,sao jose do rio preto,SP
15052,3,15052,-20.762044138028838,-49.36125669828399,sao jose do rio preto,SP
15053,6,15053,-20.776666890782614,-49.36287357278835,sao jose do rio preto,SP
15054,11,15054,-20.780995319700494,-49.35424790246387,sao jose do rio preto,SP
15055,11,15055,-20.793966591593712,-49.363925103061646,sao jose do rio preto,SP
15056,13,15056,-20.77506553244082,-49.3482776590689,sao jose do rio preto,SP
15057,5,15057,-20.795289511672543,-49.33344545947642,sao jose do rio preto,SP
15060,5,15060,-20.79920540981673,-49.36252443178385,sao jose do rio preto,SP
15061,20,15061,-20.79913352005785,-49.35654569558457,sao jose do rio preto,SP
15062,2,15062,-20.832391979671076,-49.33780073339066,sao jose do rio preto,SP
15063,5,15063,-20.814445675230637,-49.33921252018795,sao jose do rio preto,SP
15064,1,15064,-20.787978738987974,-49.286034069464606,sao jose do rio preto,SP
15070,9,15070,-20.8170171874536,-49.36425413438004,sao jose do rio preto,SP
15075,5,15075,-20.82418210752639,-49.350834727060686,sao jose do rio preto,SP
15076,5,15076,-20.830232611066197,-49.35777544399851,sao jose do rio preto,SP
15077,3,15077,-20.85908260697889,-49.33576094397021,sao jose do rio preto,SP
15080,4,15080,-20.833311110937743,-49.36862869325508,sao jose do rio preto,SP
15081,2,15081,-20.84380119949777,-49.36891118527178,sao jose do rio preto,SP
15084,18,15084,-20.83181111641809,-49.381036123875184,sao jose do rio preto,SP
15085,22,15085,-20.83841198142741,-49.38082796951136,sao jose do rio preto,SP
15086,3,15086,-20.84877053899188,-49.38347792409516,sao jose do rio preto,SP
15090,8,15090,-20.83010694065061,-49.392384253983735,sao jose do rio preto,SP
15091,12,15091,-20.843746814965485,-49.40256817501567,sao jose do rio preto,SP
15092,5,15092,-20.83681619798221,-49.41485169114358,sao jose do rio preto,SP
15093,4,15093,-20.852451581621605,-49.41914539705164,sao jose do rio preto,SP
15102,1,15102,-20.70897998001305,-49.29509183608008,sao jose do rio preto,SP
15105,9,15105,-21.040546601249808,-49.37584154114152,potirendaba,SP
15108,2,15108,-20.664462997323263,-49.38853504073393,ipigua,SP
15110,6,15110,-20.788349306054016,-49.22697732034519,guapiacu,SP
15115,7,15115,-20.9245222402303,-49.45780155372428,bady bassitt,SP
15120,3,15120,-20.852015406025306,-49.622542670259655,neves paulista,SP
15130,29,15130,-20.806068345905757,-49.50314249273567,mirassol,SP
15140,6,15140,-20.73610517485865,-49.580691244769085,balsamo,SP
15150,12,15150,-20.7679005843988,-49.71138311138122,monte aprazivel,SP
15154,1,15154,-20.682842568280208,-49.68956621424452,engenheiro balduino,SP
15155,2,15155,-20.889600826708687,-49.57165655226015,jaci,SP
15160,3,15160,-20.78794301654412,-49.81711966438032,poloni,SP
15170,11,15170,-20.619786901756022,-49.64820320291271,tanabi,SP
15190,8,15190,-20.691381198603764,-50.04237071280033,nhandeara,SP
15200,14,15200,-21.051780813361503,-49.68915443687084,jose bonifacio,SP
15220,5,15220,-21.184653760852598,-49.58394845250138,mendonca,SP
15230,5,15230,-21.23411902916313,-49.64034643537138,adolfo,SP
15240,2,15240,-20.914980658495576,-49.77480921602129,nipoa,SP
15260,2,15260,-21.030154189516967,-49.92685901884363,planalto,SP
15265,2,15265,-21.05135503557852,-50.0518919466322,zacarias,SP
15270,1,15270,-20.79947775101969,-49.96617564519617,macaubal,SP
15275,2,15275,-20.851907595580045,-50.08938803282958,moncoes,SP
15285,2,15285,-20.96703644382022,-50.22630922242243,lourdes,SP
15290,9,15290,-21.069170059436985,-50.14388889015095,buritama,SP
15300,7,15300,-20.64559522100261,-50.35975947544415,general salgado,SP
15310,2,15310,-20.647805529757623,-50.22567196582301,magda,SP
15315,3,15315,-20.51360405028399,-50.35206107551218,sao joao de iracema,SP
15320,2,15320,-20.67639955969813,-50.15389524091035,floreal,SP
15330,3,15330,-20.801205104505616,-50.18918988482319,gastao vidigal,SP
15340,1,15340,-20.8551821946153,-50.26396746443652,nova luzitania,SP
15350,11,15350,-20.68604093423175,-50.55347736946949,auriflama,SP
15355,1,15355,-20.6503386893434,-50.66356003195898,guzolandia,SP
15360,5,15360,-20.688153685692427,-50.92019017922427,sud mennucci,SP
15367,1,15367,-23.106241494540207,-50.377957047095386,bandeirantes d'oeste,SP
15370,20,15370,-20.643342869769413,-51.109313177786085,pereira barreto,SP
15380,1,15380,-20.500316999999995,-51.02919,suzanapolis,SP
15385,26,15385,-20.422366149890298,-51.33743860294578,ilha solteira,SP
15390,7,15390,-20.64056223414505,-51.50988006195493,itapura,SP
15400,39,15400,-20.73348478239254,-48.88823835248024,olimpia,SP
15410,8,15410,-20.88071444349366,-48.8111205087521,cajobi,SP
15420,2,15420,-20.501357958541256,-48.95033162622613,guaraci,SP
15425,1,15425,-20.98339114729268,-48.83627145201951,embauba,SP
15440,20,15440,-20.532856738710503,-49.32242325049869,nova granada,SP
15450,1,15450,-20.606563858732667,-49.29743346754892,onda verde,SP
15460,9,15460,-20.340523392415125,-49.19599185478212,icem,SP
15470,10,15470,-20.3899193603584,-49.433216509621126,palestina,SP
15480,5,15480,-20.189088281164857,-49.35644319628796,orindiuva,SP
15490,5,15490,-20.031736129500093,-49.40197937213721,paulo de faria,SP
15495,3,15495,-19.983961584239733,-49.67839149372917,riolandia,SP
15500,15,15500,-20.42166389708112,-49.96336392178048,votuporanga,SP
15501,12,15501,-20.433488753848312,-49.97851439170862,votuporanga,SP
15502,9,15502,-20.405604560394835,-49.99195266803888,votuporanga,SP
15503,15,15503,-20.399207577004216,-49.96964020815701,votuporanga,SP
15505,12,15505,-20.423773521297637,-49.97216652821015,votuporanga,SP
15520,3,15520,-20.421157629414,-50.086043731326455,valentim gentil,SP
15525,1,15525,-20.30246945386577,-50.01179821320422,parisi,SP
15530,6,15530,-20.477835947989217,-49.77638850646207,cosmorama,SP
15540,2,15540,-20.320578992887047,-49.90769272970769,alvares florence,SP
15550,1,15550,-20.300442551848207,-49.73670632642024,americo de campos,SP
15560,1,15560,-20.18015042971878,-49.704197505100765,pontes gestal,SP
15570,6,15570,-20.07337070860132,-49.91260766329853,cardoso,SP
15580,1,15580,-19.9240226938765,-50.12244171955342,mira estrela,SP
15600,53,15600,-20.28599742780295,-50.26063395418952,fernandopolis,SP
15620,4,15620,-20.1497910661906,-50.19912790556051,macedonia,SP
15625,1,15625,-20.35657483326317,-50.1774619174735,meridiano,SP
15630,1,15630,-20.249196938877336,-50.109210254581406,pedranopolis,SP
15650,2,15650,-20.2860298153052,-50.40073964334606,estrela d'oeste,SP
15670,2,15670,-19.94405346585085,-50.53738820448177,populina,SP
15685,11,15685,-20.00472845531312,-50.36990917648097,ouroeste,SP
15690,3,15690,-19.978670454882973,-50.28945423424805,indiapora,SP
15700,15,15700,-20.26932873300056,-50.54852495698551,jales,SP
15703,3,15703,-20.2719936576981,-50.54006504210116,jales,SP
15704,7,15704,-20.27939929861524,-50.5535315563023,jales,SP
15706,2,15706,-20.267391961658845,-50.55765486215137,jales,SP
15707,5,15707,-20.24226074796197,-50.5585532898521,jales,SP
15710,2,15710,-20.35937126984227,-50.69750216484668,sao francisco,SP
15718,2,15718,-20.438207391902655,-50.52246730435475,pontalinda,SP
15720,6,15720,-20.418204285159344,-50.7625513424886,palmeira d'oeste,SP
15730,2,15730,-20.439901288184544,-50.823212222965566,marinopolis,SP
15735,1,15735,-20.45070955938,-50.883178946373526,aparecida d oeste,SP
15745,2,15745,-20.10263070684429,-50.59122042582398,paranapua,SP
15750,7,15750,-20.037160821365887,-50.72697402209828,santa albertina,SP
15755,1,15755,-20.055136500000003,-50.47708949999999,turmalina,SP
15760,4,15760,-20.24503575684149,-50.6453207023131,urania,SP
15768,1,15768,-20.247941976890285,-50.69015607825895,santa salete,SP
15770,9,15770,-20.23016673974443,-50.88638774105968,tres fronteiras,SP
15773,3,15773,-20.38868099999999,-50.94843585982183,nova canaa paulista,SP
15775,35,15775,-20.212393090480735,-50.941471352999706,santa fe do sul,SP
15780,3,15780,-20.14407706636154,-50.83338032635593,santa rita d'oeste,SP
15785,1,15785,-20.091107697039437,-50.929997516599634,santa clara d'oeste,SP
15790,1,15790,-20.173642524708853,-51.00082322420964,rubineia,SP
15800,12,15800,-21.1419615015292,-48.97287469954993,catanduva,SP
15801,12,15801,-21.13720381121821,-48.98922802596262,catanduva,SP
15802,3,15802,-21.14213135587665,-48.98902201177769,catanduva,SP
15803,7,15803,-21.126845368024707,-48.98932863142702,catanduva,SP
15804,8,15804,-21.115824844597675,-48.97245537912351,catanduva,SP
15805,2,15805,-21.12727725229381,-48.96558623910783,catanduva,SP
15806,11,15806,-21.129687082360803,-48.959593387071685,catanduva,SP
15807,7,15807,-21.123005689422374,-48.94945781487678,catanduva,SP
15808,8,15808,-21.14032005357855,-48.953222696222696,catanduva,SP
15810,2,15810,-21.162702972351784,-48.97639517069088,catanduva,SP
15811,1,15811,-21.18301643209086,-49.001659356136926,catanduva,SP
15813,4,15813,-21.120223443818773,-49.03876045243031,catanduva,SP
15820,8,15820,-21.10202696836105,-48.66381632676495,pirangi,SP
15823,1,15823,-21.170481621606264,-49.10731866547184,elisiario,SP
15825,5,15825,-21.01293426665949,-48.77078312408376,paraiso,SP
15828,1,15828,-21.08419365096827,-48.809739855295454,palmares paulista,SP
15830,2,15830,-21.17860187513489,-48.89898761647285,pindorama,SP
15840,10,15840,-21.311150026298016,-49.0511614229539,itajobi,SP
15850,10,15850,-21.203822247743748,-49.30084663146117,urupes,SP
15860,7,15860,-21.08267019848623,-49.23320623450742,ibira,SP
15868,1,15868,-21.081026351979624,-49.24164245159575,termas de ibira,SP
15870,6,15870,-21.05217593341096,-49.05701704418212,catigua,SP
15880,12,15880,-20.959935114616137,-49.02745632240716,tabapua,SP
15885,1,15885,-20.993201728714872,-48.91650496241924,novais,SP
15890,3,15890,-20.946818080469104,-49.17000665909212,uchoa,SP
15895,6,15895,-20.91591428873191,-49.263490398583215,cedral,SP
15900,33,15900,-21.40988100649633,-48.49689418444743,taquaritinga,SP
15903,2,15903,-21.422670863401702,-48.52121189851047,taquaritinga,SP
15910,35,15910,-21.255170217894637,-48.48570186533153,monte alto,SP
15915,1,15915,-22.954083164763475,-46.53141327747673,aparecida de monte alto,SP
15920,3,15920,-21.17381047413771,-48.63200338456181,vista alegre do alto,SP
15930,4,15930,-21.328264357827788,-48.63430979032533,candido rodrigues,SP
15940,6,15940,-21.26939795334422,-48.68728548231494,fernando prestes,SP
15950,15,15950,-21.24607941923738,-48.80412605259864,santa adelia,SP
15953,1,15953,-23.6467133119626,-46.73416647224307,botelho,SP
15960,5,15960,-21.191193688166223,-48.788096928634985,ariranha,SP
15970,2,15970,-21.45854505177983,-48.39013825550917,santa ernestina,SP
15980,2,15980,-21.52449444599108,-48.39189936022156,dobrada,SP
15990,23,15990,-21.600017486814032,-48.36150673633789,matao,SP
15991,11,15991,-21.62322639784909,-48.35015370607144,matao,SP
15993,4,15993,-21.620926571469777,-48.37110369219234,matao,SP
15995,1,15995,-21.60299368942237,-48.39287998251484,matao,SP
15996,3,15996,-21.584169863424787,-48.37583052902953,matao,SP
15997,12,15997,-21.58871679739165,-48.36618541687346,matao,SP
16010,13,16010,-21.21285039439666,-50.44858920843672,aracatuba,SP
16011,4,16011,-21.21094795939615,-50.42699213300364,aracatuba,SP
16012,3,16012,-21.21832154593456,-50.400362346932894,aracatuba,SP
16013,11,16013,-21.223505000109483,-50.42381022995977,aracatuba,SP
16015,9,16015,-21.220110815654674,-50.43765462630489,aracatuba,SP
16016,1,16016,-21.235212722459423,-50.42534560228513,aracatuba,SP
16018,5,16018,-21.225285295753565,-50.43628367652801,aracatuba,SP
16020,14,16020,-21.227203927956285,-50.44413619057769,aracatuba,SP
16021,9,16021,-21.22597638634657,-50.459834200386645,aracatuba,SP
16022,5,16022,-21.235015152374626,-50.46798178227244,aracatuba,SP
16025,9,16025,-21.211056293204475,-50.46139197317208,aracatuba,SP
16026,5,16026,-21.218107777684807,-50.46548104579033,aracatuba,SP
16050,13,16050,-21.18803252207277,-50.44254258090484,aracatuba,SP
16052,13,16052,-21.17488410992716,-50.44701325359632,aracatuba,SP
16055,1,16055,-21.19252295870145,-50.43193809343365,aracatuba,SP
16056,2,16056,-21.18400697668648,-50.42609800943507,aracatuba,SP
16057,5,16057,-21.167685565641403,-50.44867684041202,aracatuba,SP
16070,1,16070,-21.194673820705177,-50.48212901817764,aracatuba,SP
16071,5,16071,-21.204424026371942,-50.47034877768479,aracatuba,SP
16072,6,16072,-21.204108401787465,-50.45286394468003,aracatuba,SP
16074,7,16074,-21.19819052567945,-50.45330794255291,aracatuba,SP
16075,5,16075,-21.181959583236825,-50.45781334252949,aracatuba,SP
16078,1,16078,-21.17300132806276,-50.4672708506838,aracatuba,SP
